 /features         INR          YP         DPE      3-mers    4-mers/1    4-mers/2    6-mers/1    6-mers/2          CG (A+C)/(G+T)     INR-TSS     REdens1     REdens2
   3.75690   7.53590   4.06740   0.61766   0.76725   0.31818   0.06397   0.02902   0.15426   0.31256   0.13053   2.35576   2.24765         1
  -2.54655   7.85673   3.58013   0.53064   1.81691   0.16368   0.26026   0.01073   0.19025   0.23419   0.04000   9.90806   8.76161         1
   4.41135   6.26283   3.01559   0.63902   0.98231   0.21398   0.07268   0.01557   0.19520   0.23419   0.14081   5.75209   6.98279         1
  -0.86283 -10.47305   3.92246   0.62216   0.65078   0.18988   0.05144   0.01084   0.30434   0.32429   0.04000   0.71244   3.94484         1
   2.77806 -15.14811   3.54360   0.64885   0.86370   0.18937   0.05570   0.01071   0.30434   0.32429   0.04000   1.79043   0.86659         1
  -2.34303  -8.16472   4.27361   0.53221   0.61559   0.17602   0.02678   0.01212   0.30434   0.32429   0.04000   4.81481   9.20305         1
   1.84417   8.20815   1.97096   0.59611   1.03281   0.22270   0.06390   0.01448   0.15426   0.10249   0.04000   3.61033   1.60498         1
   3.99935   6.64189   4.10392   0.59008   0.71570   0.24331   0.04995   0.02021   0.19520   0.31256   0.14081   6.60263   7.25065         1
   2.93891   5.16435   4.06740   0.63108   1.04536   0.17690   0.08155   0.01094   0.19025   0.31256   0.07314   6.46609   6.12520         1
  -5.32597   6.45978   4.23708   0.67954   0.76711   0.17844   0.08260   0.01166   0.30434   0.32429   0.04000   1.85628   7.48983         1
   4.81193   8.96967   4.06740   0.63081   0.77464   0.26917   0.06726   0.02883   0.19520   0.31256   0.07314   6.47001   8.60785         1
   3.83271   9.87644   1.82601   0.67613   1.46667   0.26681   0.11826   0.03062   0.09232   0.23419   0.13246  13.65049  12.80543         1
   0.68372   8.84026   3.22897   0.56041   1.22367   0.21214   0.20861   0.02008   0.19025   0.31256   0.04000   2.97026   1.13511         1
  -0.19096  -0.63651   3.76160   0.62208   0.96615   0.19171   0.04285   0.01273   0.19520   0.31256   0.04000   1.99022   0.00000         1
   1.62458   7.70406   2.51949   0.64776   0.98076   0.24126   0.06906   0.02276   0.19520   0.32429   0.04000   2.53678   0.35694         1
   2.58275  -7.84054   3.72507   0.73668   0.66763   0.21413   0.04208   0.01423   0.30434   0.32429   0.04000   4.38159   7.57864         1
   0.75314   4.01974   4.27361   0.60211   0.89437   0.17922   0.07038   0.01223   0.19025   0.32429   0.04000   8.34168   9.01135         1
   0.92665  -3.40007   3.72507   0.60718   0.78961   0.18863   0.05160   0.01050   0.15426   0.23419   0.04000   6.38615   5.70488         1
   6.28195  10.02253   3.76160   0.74608   3.42701   0.31823   0.24914   0.04420   0.01474   0.00326   0.14081  11.21922   6.86059         1
   0.65247  -4.02598   4.23708   0.59513   0.67910   0.18293   0.05532   0.01355   0.30434   0.32429   0.04000   0.35863   1.58125         1
  -2.60919 -13.95100   4.23708   0.60848   0.59937   0.20195   0.03854   0.01276   0.30434   0.32429   0.04000   0.75130   1.61228         1
   6.86023   8.00302   3.41044   0.72808   1.60464   0.27242   0.33563   0.02621   0.09232   0.23419   0.08696  10.32055   9.13003         1
   2.20598 -20.89400   3.76160   0.62571   0.68868   0.16911   0.05095   0.00878   0.30434   0.32429   0.04000   1.32590   1.00561         1
  -4.38382  -2.02786   3.24703   0.58511   0.64733   0.21026   0.04164   0.01338   0.30434   0.32429   0.04000   1.03247   0.71166         1
   6.06661   0.49764   4.45508   0.59806   0.69403   0.17375   0.03586   0.01045   0.19520   0.31256   0.13246   7.46948   1.58138         1
   5.22283   8.71390   3.92246   0.69400   0.76208   0.27898   0.05885   0.02579   0.15426   0.23419   0.10979   8.40650   7.20566         1
   5.60554   8.61205   2.70096   0.77434   1.54096   0.30456   0.10884   0.02776   0.01474   0.10249   0.20093   6.59716   4.74009         1
   3.36527   8.05059   4.41855   0.58964   1.15340   0.22579   0.05952   0.01817   0.15426   0.23419   0.13053   7.93597   8.06612         1
   1.48833   8.06028  -6.81826   0.59226   1.65922   0.17185   0.07469   0.01033   0.15426   0.23419   0.04000   9.95123   8.69979         1
   4.27145   4.19399   4.41855   0.60597   0.94631   0.21266   0.07246   0.01359   0.19520   0.31256   0.13053   5.39554   4.71440         1
   4.95063   8.31504   3.37392   0.58947   0.80834   0.29675   0.03643   0.03488   0.19520   0.23419   0.12538   1.72170   1.19340         1
   3.57777  -9.67534   3.41044   0.66273   0.60011   0.20942   0.04081   0.01373   0.19025   0.31256   0.08696   6.15975   6.10003         1
  -4.59571  -3.24061   3.37392   0.58921   0.66170   0.21401   0.04245   0.01370   0.30434   0.32429   0.04000   0.38511   1.24218         1
  -1.12006   4.76211   3.28355   0.59659   0.83359   0.25663   0.07105   0.01991   0.19520   0.23419   0.04000   1.77947   5.40167         1
   1.94908   4.65381   2.93240   0.63915   0.72750   0.21934   0.05480   0.01233   0.19520   0.32429   0.04000   1.61320   1.06612         1
  -0.38173   9.93967   2.51949   0.60031   1.10493   0.18276   0.04186   0.01333   0.19520   0.23419   0.04000  12.04929   9.01279         1
   4.54741   2.03868   4.27361   0.63963   1.54537   0.17702   0.08609   0.01121   0.15426   0.31256   0.20093   7.89841   7.53873         1
   2.37544   7.93032   4.41855   0.77804   0.73888   0.24576   0.05403   0.02098   0.19520   0.32429   0.04000   8.89202   7.18741         1
   5.39934  -7.98729   2.89587   0.62487   0.77597   0.19303   0.05558   0.01350   0.19520   0.23419   0.20093   8.73266   4.26044         1
   0.39291   1.63212   4.27361   0.51511   0.64565   0.22317   0.03375   0.01818   0.30434   0.31256   0.04000   7.66706   7.56430         1
  -2.37992   6.96048   2.14064   0.57402   0.87801   0.21156   0.06157   0.01549   0.19025   0.32429   0.04000   8.19848   5.62807         1
   0.22056   5.77977   4.27361   0.54154   0.88197   0.17892   0.05402   0.01366   0.19520   0.31256   0.04000   9.82785  11.05426         1
   4.95063   7.89780   3.19245   0.57500   0.58338   0.25282   0.03940   0.01795   0.30434   0.32429   0.13053   6.29212   8.15806         1
  -3.70511   9.87644   3.19245   0.55476   0.65413   0.22327   0.04342   0.01847   0.19025   0.31256   0.04000   7.87624   8.96636         1
  -6.62825   4.42833   3.54360   0.54225   0.91870   0.19234   0.05293   0.01518   0.30434   0.32429   0.04000   7.91119   2.42619         1
   2.94674  10.02253   4.10392   0.62618   0.77791   0.28628   0.04701   0.03528   0.15426   0.31256   0.07314   6.70814   6.56938         1
  -5.70359   6.49097   3.92246   0.70854   0.63188   0.29805   0.05145   0.02774   0.30434   0.32429   0.04000   0.95736   1.46075         1
   0.03245  -3.78030   4.23708   0.55649   1.48135   0.15879   0.07096   0.01058   0.30434   0.32429   0.04000   3.84298   2.84859         1
  -0.15574   6.89008   3.24703   0.56683   1.27064   0.21544   0.17566   0.01692   0.19520   0.23419   0.04000   8.19262   8.60694         1
   4.67719   5.31255   4.45508   0.64638   0.69118   0.22727   0.04623   0.01711   0.19025   0.31256   0.12538   9.15323   4.60629         1
   2.56550   6.82183   4.27361   0.56346   0.72979   0.17676   0.04981   0.01054   0.19025   0.23419   0.04000   7.17827   6.39345         1
  -4.22269   6.79440   2.59007   0.55460   0.87490   0.15881   0.06239   0.01235   0.30434   0.32429   0.04000   8.54486   7.98853         1
   2.87174   7.75171   3.72507   0.60176   0.82643   0.20770   0.06661   0.01379   0.19520   0.31256   0.20093   6.08842   6.36477         1
   3.08946 -10.29761   3.54360   0.51556   2.18984   0.17481   0.86814   0.01196   0.19520   0.23419   0.20093   2.16706   4.39711         1
  -1.22751   0.80148   3.92246   0.56403   1.05453   0.18813   0.07045   0.01107   0.30434   0.32429   0.04000   6.55033   0.98305         1
  -5.93846 -19.64003   3.22897   0.60513   0.68589   0.16052   0.04735   0.00903   0.30434   0.31256   0.04000   0.94497   5.46075         1
  -2.91858   2.78118   3.37392   0.57144   0.72629   0.21950   0.04573   0.01605   0.19025   0.32429   0.04000   4.58386   6.16002         1
  -0.69021   6.81570   2.55355   0.71229   0.64917   0.26135   0.04081   0.02251   0.19520   0.32429   0.04000   5.60955   7.18141         1
   3.16567   5.55321   3.58013   0.65035   0.81733   0.20744   0.05433   0.01551   0.30434   0.31256   0.10979   4.12037   1.70097         1
   2.36342   3.85406   2.00748   0.62971   1.14019   0.25095   0.06657   0.01984   0.15426   0.31256   0.04000   6.60759   5.60811         1
   1.06075  -3.35216   4.27361   0.58480   0.68988   0.17406   0.05005   0.01212   0.19025   0.31256   0.04000   9.88224   9.84208         1
   6.43036   8.31504   4.45508   0.66018   2.15762   0.22988   0.38877   0.01839   0.15426   0.31256   0.13053   7.86020   8.21870         1
   3.48214   8.64774   4.10392   0.71321   1.15487   0.24843   0.09689   0.02726   0.01474   0.23419   0.12538   3.14958   0.83920         1
   3.32196  -3.82062   3.54360   0.71682   0.65274   0.20980   0.04335   0.01270   0.30434   0.32429   0.14081   3.15467   0.00000         1
   5.43052   7.55619   3.28355   0.66402   1.14521   0.22974   0.06677   0.01882   0.15426   0.23419   0.20093   7.37441   6.53196         1
   4.05111   8.05237   4.23708   0.73440   0.95895   0.21352   0.07707   0.01417   0.15426   0.23419   0.20093   8.96531   7.53848         1
   4.79648   8.76795   2.70096   0.69411   2.03550   0.27322   0.16168   0.02223   0.04577   0.10249   0.14081   9.18140  10.09886         1
   4.63599   9.87644  -6.96406   0.70928   1.21914   0.29475   0.10574   0.02625   0.09232   0.10249   0.13246   3.41419   3.15154         1
   3.04525  -7.31774   3.72507   0.61060   0.65177   0.20195   0.04197   0.01284   0.30434   0.32429   0.13246   1.65010   1.49244         1
   1.83934   5.74860   3.41044   0.66765   1.56979   0.25917   0.23927   0.02376   0.15426   0.23419   0.04000  11.71283  11.13746         1
   3.15898   9.21612   4.27361   0.58383   0.69735   0.19193   0.05902   0.01101   0.19520   0.23419   0.07314   5.59442   2.69314         1
   3.24251   8.16389   3.37392   0.78618   0.85359   0.25892   0.08175   0.02370   0.15426   0.31256   0.10979   3.51969   2.39945         1
   4.91517   6.61854   3.88593   0.63589   2.86049   0.23107   0.18979   0.01710   0.01474   0.10249   0.08696   7.94105   5.52074         1
  -4.80135   9.53782   4.27361   0.52674   0.74525   0.18957   0.05273   0.01281   0.19025   0.32429   0.04000   4.39997   6.88302         1
   6.88181   8.31504   3.41044   0.63305   1.19054   0.31424   0.11047   0.03334   0.04577   0.02295   0.07314   8.17306   6.11685         1
  -3.04873 -10.48910   3.58013   0.62693   0.69197   0.22073   0.04189   0.01471   0.19520   0.31256   0.04000   1.60563   2.28495         1
   5.27354  -2.68956   4.45508   0.66163   0.67353   0.20988   0.04174   0.01352   0.19520   0.31256   0.20093   5.06990   4.45423         1
   6.06310   2.53379   2.89587   0.63922   0.70763   0.22650   0.05066   0.01449   0.19520   0.31256   0.14081   1.38002   0.28065         1
   0.80602   7.85187   0.79943   0.63827   0.73995   0.22362   0.04448   0.01445   0.19025   0.32429   0.04000   6.62598   4.59221         1
   6.45546 -10.92709   1.52944   0.68615   2.58161   0.21567   0.35503   0.01646   0.04577   0.02295   0.20093   7.56860   6.93440         1
   0.96190   7.83164   2.70096   0.57965   1.16262   0.20632   0.08950   0.01562   0.19520   0.32429   0.04000  12.00691   9.22744         1
   1.27145  -7.40536   3.28355   0.60526   0.57773   0.20929   0.03996   0.01532   0.30434   0.31256   0.04000   7.61072   9.05021         1
   0.80602   7.75659   4.10392   0.56934   0.68650   0.27905   0.06026   0.02375   0.30434   0.31256   0.04000   5.28417   6.80060         1
   2.29544   7.04586   4.45508   0.63837   1.36504   0.23815   0.05463   0.02594   0.30434   0.31256   0.04000   6.06325   4.92841         1
   3.57777   6.09720   3.19245   0.73341   0.91565   0.24054   0.04712   0.02056   0.30434   0.31256   0.14081   5.73513   5.65845         1
   2.47887  -4.06859   3.92246   0.64771   0.62102   0.19833   0.03603   0.01157   0.30434   0.32429   0.04000   2.01943   1.72770         1
  -5.94511   6.39741   2.59007   0.61409   0.97109   0.23004   0.05796   0.01965   0.30434   0.32429   0.04000   5.66954   5.46544         1
   4.55188   9.53782   4.27361   0.61816   0.80237   0.28860   0.04380   0.03974   0.30434   0.32429   0.07314   6.12859   6.81065         1
   0.13175 -20.56291   3.58013   0.51297   0.73667   0.14513   0.05484   0.00788   0.30434   0.32429   0.04000   0.50809   0.91628         1
   0.32846 -16.10505   3.72507   0.68154   0.61044   0.21902   0.03607   0.01256   0.30434   0.31256   0.04000   0.87937   1.79056         1
   1.50590 -16.14195   3.88593   0.60533   0.67931   0.19230   0.05723   0.01323   0.30434   0.32429   0.04000   5.33881   4.99531         1
  -2.80330   4.68205   3.28355   0.60205   0.78487   0.23997   0.10600   0.01955   0.30434   0.23419   0.04000   1.00013   1.87533         1
   6.79224  -4.34910   2.59007   0.56619   0.72277   0.25360   0.05480   0.02235   0.30434   0.32429   0.10979   1.58360   0.51891         1
   0.72583  -6.53355   3.58013   0.56762   0.73857   0.21623   0.05669   0.01579   0.30434   0.32429   0.04000   1.51056   0.62989         1
   5.99863   8.50165   4.45508   0.71292   0.83912   0.21377   0.05901   0.01467   0.19520   0.23419   0.13246   2.42280   2.03939         1
  -0.58746   9.93967  -6.96321   0.66152   1.17084   0.21074   0.06475   0.01684   0.19025   0.31256   0.04000   6.39802   6.91145         1
   4.54193  -5.77735   3.72507   0.66753   1.34806   0.19627   0.19609   0.01417   0.15426   0.23419   0.12538   3.86737   1.39789         1
  -1.24507   0.11795   3.28355   0.63045   1.42604   0.19678   0.10831   0.01418   0.19025   0.23419   0.04000   8.53730   7.05086         1
   1.30536  -7.74774   3.19245   0.52178   1.14161   0.20344   0.04243   0.01385   0.19520   0.31256   0.04000   5.91367   5.87246         1
   4.82467   5.40166   2.70096   0.66477   0.82400   0.22181   0.05421   0.01571   0.15426   0.23419   0.12538   5.51161   6.24844         1
   0.09027  -6.14179   4.45508   0.61059   0.78007   0.21022   0.05798   0.01317   0.19520   0.31256   0.04000   1.80921   0.08529         1
   1.38012   9.87644   3.76160   0.70485   0.85463   0.29992   0.05360   0.02480   0.04577   0.23419   0.04000   9.23735   9.05152         1
   0.78025   8.99604   2.66444   0.79669   1.04654   0.21332   0.08445   0.01462   0.30434   0.32429   0.04000   2.55021   5.22861         1
   0.70032   6.04910   4.27361   0.51954   0.77521   0.16058   0.05784   0.00939   0.19520   0.23419   0.04000   4.30608   6.21205         1
   4.36532  -5.06487   3.19245   0.59720   0.61253   0.19971   0.04245   0.01348   0.30434   0.32429   0.20093   0.89436   0.00000         1
   5.39525   0.79684   3.72507   0.65824   1.01413   0.16170   0.05621   0.00897   0.30434   0.31256   0.14081   5.79134   4.71140         1
   3.93431   7.77454   3.76160   0.58334   0.65659   0.23688   0.03767   0.02097   0.15426   0.23419   0.20093   6.06834   7.17019         1
   6.27843   7.66346   3.88593   0.74327   1.00602   0.24250   0.05846   0.02140   0.19025   0.32429   0.12538   2.10276   5.67475         1
   7.13594   7.75171   1.52944   0.85200   1.99476   0.27345   0.28482   0.02122   0.04577   0.02295   0.12538  10.72600   6.48840         1
   2.10125  -4.85862   3.19245   0.68207   0.98176   0.22573   0.06861   0.01707   0.19520   0.31256   0.04000   7.06586   5.83190         1
   1.75044   9.78389   3.92246   0.54954   0.81737   0.23139   0.07144   0.01832   0.19520   0.31256   0.04000   1.56351   1.62376         1
   4.19379   6.32230   3.72507   0.78627   1.09636   0.27287   0.06543   0.01951   0.19520   0.32429   0.12538   5.64293   6.37468         1
   3.58029   9.39789   2.66444   0.65006   0.72040   0.28318   0.05284   0.02630   0.15426   0.32429   0.14081   1.51395   7.41002         1
   4.48344   9.87644   4.10392   0.62525   1.25350   0.25796   0.10042   0.02957   0.15426   0.23419   0.13053   4.99622   6.30399         1
  -0.83812  -9.73636   4.41855   0.56168   0.66864   0.19097   0.04864   0.01175   0.30434   0.32429   0.04000   1.05112   0.26017         1
   1.20636   8.01780   2.51949   0.72304   0.75571   0.22549   0.04628   0.01940   0.19520   0.31256   0.04000   9.87115   4.64228         1
  -2.96574  -2.70665   1.82601   0.56688   0.49818   0.18507   0.02932   0.01167   0.30434   0.32429   0.04000   1.68166   2.48318         1
  -1.99391   0.39718   3.54360   0.53505   0.49000   0.18250   0.03503   0.01352   0.30434   0.32429   0.04000   6.20331   8.57629         1
