 /features        TATA         INR          YP         DPE      3-mers    4-mers/1    4-mers/2    6-mers/1    6-mers/2          CG (A+C)/(G+T)    TATA-TSS    TATA-INR     INR-TSS     REdens1     REdens2
   5.49701  -2.73147   5.45522  -6.25243   0.57360   0.59688   0.19240   0.03793   0.01180   0.16217   0.31256   0.06084   0.03981   0.04000   8.60904   3.15226         1
   3.70291  -2.41365   4.42323   2.34876   0.66824   1.01624   0.17672   0.07892   0.00877   0.22443   0.32429   0.23745   0.03981   0.04000   4.69524   3.58229         1
   5.71581   1.91344   5.40562   3.44537   0.53638   0.98262   0.16934   0.06494   0.01107   0.21141   0.23419   0.02083   0.03981   0.04000  10.95880   7.23656         1
   3.91511  -0.57789   5.19157   3.92569   0.70523   0.89442   0.24055   0.04396   0.01416   0.21141   0.31256   0.04072   0.03981   0.04000   4.57613   3.98958         1
   3.65891   1.84415   9.05838   3.71586   0.51565   1.04779   0.14398   0.05318   0.00905   0.22443   0.32429   0.23745   0.03981   0.04000   3.52901   2.55813         1
   7.33961   4.90876  -9.50740   4.48970   0.61935   0.66152   0.18377   0.04425   0.01320   0.16217   0.32429   0.17448   0.06674   0.11256   7.12029   5.97679         1
   7.05274   6.08280  -6.90277   2.45311   0.67711   0.89111   0.23361   0.05266   0.01380   0.16217   0.23419   0.28007   0.08258   0.08823   6.51196   6.46081         1
   8.47994   7.07764  -5.65973   4.48970   0.67753   0.70574   0.24904   0.04302   0.01917   0.12382   0.10249   0.28007   0.08258   0.24830   8.42316   7.08288         1
   8.58545  -1.35121  -8.12750   3.38979   0.54601   0.72308   0.18509   0.04886   0.01093   0.21141   0.31256   0.28007   0.03981   0.04000  10.36798   6.64551         1
   6.86029   4.04673   6.65486   3.55086   0.58755   1.01086   0.21841   0.04387   0.01735   0.21141   0.31256   0.17448   0.03535   0.05854   5.37959   7.23111         1
   3.72708   1.02861  -7.61928   4.48970   0.54722   1.11641   0.18095   0.08516   0.00978   0.12382   0.10249   0.06084   0.03981   0.04000   8.91854   3.83353         1
   5.96917   4.26039   2.60949   2.90769   0.60070   2.31724   0.21081   0.20088   0.01731   0.06960   0.00326   0.01776   0.00877   0.12783  15.69855   7.90505         1
   8.06375   5.49729   3.55528   4.65077   0.57215   1.23388   0.18632   0.07244   0.01294   0.17898   0.23419   0.17448   0.06787   0.11256  12.59673   6.74592         1
   4.36207  -2.67986  -8.78752   3.66028   0.46707   0.80583   0.12423   0.05679   0.00678   0.22443   0.31256   0.28007   0.03981   0.04000  12.33720   8.45418         1
   5.30455  -2.80315  -2.42164  -6.19716   0.47181   1.14138   0.14825   0.09969   0.00942   0.17898   0.10249   0.23745   0.03981   0.04000   7.99763   4.07223         1
   7.05274   3.56000  -8.38143   3.09627   0.66861   0.78993   0.15089   0.06104   0.00884   0.16217   0.31256   0.23745   0.05486   0.24830   8.67322   7.67677         1
   6.29737   5.63698   8.26264   1.40877   0.70275   1.58506   0.22353   0.12175   0.01704   0.02202   0.10249   0.06084   0.06674   0.24830   8.30121   6.75018         1
   4.50927  -0.10495   4.46640   2.45311   0.55051   1.00520   0.20693   0.04560   0.01307   0.21141   0.23419   0.17448   0.03981   0.04000   6.22472   3.86431         1
   5.59350   2.73397   0.40119   4.38028   0.52668   1.05402   0.15036   0.06951   0.00857   0.16217   0.32429   0.17448   0.03981   0.04000   7.75160   4.80677         1
   7.11381   2.82890 -10.25510   2.18262   0.56805   0.59196   0.15572   0.03769   0.00980   0.22443   0.31256   0.28007   0.06702   0.24830   7.14113   5.20246         1
   3.60442   3.74676   9.62653   3.44537   0.71457   0.81828   0.24763   0.04307   0.02057   0.16217   0.31256   0.23745   0.07608   0.11256   5.06512   5.29647         1
   5.82132   1.88503   9.62653   4.21921   0.65916   0.84916   0.19526   0.07390   0.01468   0.21141   0.31256   0.02249   0.03981   0.04000  10.85413   5.55103         1
   6.90247  -2.30446  -3.55866   2.45311   0.63448   0.76742   0.28169   0.02916   0.01949   0.22443   0.31256   0.23745   0.03981   0.04000   6.97111   5.78617         1
   3.25285   5.20845   2.69999   2.07828   0.76990   1.79558   0.20804   0.22457   0.01421   0.12382   0.10249   0.23745   0.03535   0.12783   8.78570   1.20080         1
   8.58545   0.81968   7.07412   4.65077   0.68278   0.77152   0.19602   0.05724   0.01282   0.22443   0.32429   0.17448   0.03981   0.04000   8.16647   6.01445         1
   6.07773   3.65164   5.95949   4.65077   0.66343   1.01101   0.25797   0.06821   0.01663   0.06960   0.23419   0.23745   0.06674   0.12783   6.88444   3.45584         1
   2.14873   4.56258   7.69912   0.57936   0.72529   0.69077   0.26715   0.05065   0.02050   0.22443   0.32429   0.02249   0.06674   0.24830   3.35164   5.34052         1
   4.00122   3.85659  -4.73507   3.01711   0.56503   0.77275   0.15431   0.04503   0.01042   0.21141   0.23419   0.03551   0.08258   0.10945   7.47052   0.63580         1
   4.95816   0.63352   3.77426   1.91720   0.65608   1.19938   0.25462   0.05711   0.02043   0.17898   0.31256   0.23745   0.03981   0.04000   4.57613   6.34004         1
   7.44511   5.28491   4.79169   0.84985   0.61130   1.00535   0.18720   0.04726   0.01352   0.16217   0.31256   0.17448   0.04412   0.12783   7.66967   5.96519         1
   4.21307   0.48149  -8.48158   3.55086   0.63107   0.70410   0.20639   0.04882   0.01349   0.22443   0.32429   0.28007   0.03981   0.04000   8.14302   5.01610         1
   7.38670   5.43694  -1.53683  -6.25243   0.63840   0.91429   0.22280   0.06970   0.01617   0.21141   0.10249   0.17448   0.07834   0.24830  10.21714   5.29955         1
   4.10756   3.88301   8.43851   3.82135   0.57921   0.68659   0.26649   0.07219   0.02712   0.22443   0.31256   0.17448   0.06674   0.11256   5.57589   4.78167         1
   5.70256   2.45306   5.33647   4.65077   0.72532   0.70622   0.21909   0.04155   0.01699   0.21141   0.32429   0.28007   0.03981   0.04000   4.17476   5.08785         1
   5.39763   2.39270   9.62653  -6.88206   0.67110   1.42528   0.24517   0.32676   0.02011   0.17898   0.23419   0.17448   0.03981   0.04000   5.19915   5.55908         1
   7.44511   3.47638  -2.39489   4.38028   0.60821   0.56726   0.15758   0.03405   0.00929   0.22443   0.32429   0.28007   0.06702   0.24830   6.65925   7.79706         1
   8.16926  -1.57246  -4.94802   3.01711   0.57199   0.90751   0.23246   0.04708   0.01477   0.21141   0.31256   0.03551   0.03981   0.04000   7.13853   5.73763         1
   4.62256   0.49244   4.61710   4.21921   0.52976   0.70203   0.10034   0.04840   0.00548   0.22443   0.32429   0.28007   0.03981   0.04000   4.31920   2.48425         1
   8.58545   1.76583   3.69396   3.65520   0.67007   1.21499   0.26266   0.08310   0.01762   0.16217   0.10249   0.28007   0.03981   0.04000  10.88657   5.95217         1
   6.86029   4.36315  -0.13007   2.18262   0.65193   0.96141   0.24444   0.09392   0.01791   0.16217   0.31256   0.28007   0.06702   0.24830  13.92398   7.39001         1
   5.13609   4.79232   7.31636   1.91720   0.64564   0.68979   0.21224   0.04110   0.01292   0.21141   0.23419   0.23745   0.07834   0.24830   5.98626   1.30429         1
   8.47994   5.76046  -1.23641   2.13385   0.62317   0.79575   0.23236   0.05818   0.01805   0.17898   0.10249   0.08665   0.06674   0.05854   9.41534   6.46981         1
   3.94943   1.26672 -22.31210   2.61595   0.64448   0.79150   0.19362   0.06075   0.01120   0.22443   0.32429   0.28007   0.03981   0.04000  11.75941   4.82098         1
   7.42417   5.33076  -6.58222   3.55086   0.57659   0.69642   0.24740   0.04777   0.01741   0.21141   0.31256   0.28007   0.07834   0.24830   8.81577   4.93796         1
   7.31866   1.26492  -7.69241   3.71586   0.54445   0.70589   0.15499   0.03981   0.00850   0.16217   0.23419   0.23745   0.03981   0.04000   8.06228   5.52688         1
   5.27385   1.35132   7.29305   2.61595   0.60488   0.76222   0.20423   0.06368   0.01620   0.16217   0.32429   0.17448   0.03981   0.04000   7.12314   6.00781         1
   4.11942   3.11417   7.88173   2.34876   0.78372   0.92443   0.24304   0.05971   0.02248   0.16217   0.31256   0.23745   0.05486   0.24830   7.10750   2.82761         1
   7.31866   2.58034   6.41978   3.55086   0.74212   0.75116   0.22971   0.05451   0.01533   0.21141   0.23419   0.23745   0.03981   0.04000   8.88752   4.89841         1
   6.30284   6.66151  -0.91091   3.38979   0.57724   0.73813   0.20116   0.05573   0.01333   0.21141   0.32429   0.08665   0.07608   0.12726   6.70116   6.16552         1
   8.16926   4.43098  -3.55718   2.45311   0.62459   0.69135   0.17671   0.05468   0.01303   0.17898   0.23419   0.23745   0.04638   0.12783  12.67179   5.97371         1
   6.19733   0.52671  -8.56814   2.88644   0.60100   0.73969   0.15958   0.05367   0.00993   0.16217   0.31256   0.23745   0.03981   0.04000  10.91688   5.01729         1
   3.93348   4.63474   7.52899   2.90769   0.73002   0.98813   0.17884   0.09393   0.01264   0.16217   0.31256   0.08665   0.07608   0.12783  11.47146   2.90481         1
   4.08374   0.66326 -21.21605   0.57936   0.54128   0.62990   0.20687   0.04769   0.01524   0.22443   0.31256   0.28007   0.03981   0.04000   8.08430   3.72176         1
   7.00830  -5.10251   9.29268   3.87693   0.49896   0.79326   0.17722   0.03887   0.01310   0.22443   0.32429   0.23745   0.03981   0.04000   5.12550   5.57163         1
   6.17832   2.68240   5.98960   3.82135   0.54405   0.90873   0.16462   0.05794   0.00928   0.22443   0.31256   0.23745   0.03981   0.04000  10.29860   5.96282         1
   7.02892   3.79625   6.81041   3.82135   0.68960   0.75452   0.17490   0.05914   0.00950   0.21141   0.31256   0.17448   0.07834   0.24830   7.10229   6.06204         1
   4.41306  -2.51046 -22.92665   4.48970   0.49659   0.63014   0.14290   0.04371   0.00873   0.22443   0.31256   0.28007   0.03981   0.04000   6.42505   5.20175         1
   5.62032   1.45197   7.68614   4.65077   0.61939   0.93192   0.15580   0.05650   0.00748   0.21141   0.31256   0.23745   0.03981   0.04000   7.58773   2.00260         1
   3.93263  -1.92953 -14.59466   4.21921   0.63918   0.63348   0.19110   0.04052   0.01101   0.22443   0.31256   0.28007   0.03981   0.04000   4.70589   2.68885         1
   4.50828   0.14299  -5.16894   2.24327   0.50144   1.02819   0.15533   0.07827   0.00986   0.22443   0.32429   0.23745   0.03981   0.04000   9.10040   3.17121         1
   3.83614   0.04876  -3.46151   3.38979   0.62390   1.50993   0.19951   0.21284   0.01249   0.17898   0.31256   0.04072   0.03981   0.04000   7.78001   5.41629         1
   5.16834   5.98895   2.31085   3.66028   0.71664   0.94834   0.21393   0.08941   0.01311   0.17898   0.31256   0.08665   0.07608   0.12783  13.70116   6.67440         1
   8.58545   6.73137  -6.97479   3.66028   0.64715   0.69795   0.23190   0.05707   0.01574   0.16217   0.23419   0.23745   0.07834   0.08823   8.88207   9.14468         1
   6.71903  -0.54089  -4.15625   4.65077   0.55383   0.73501   0.18624   0.05660   0.01192   0.16217   0.31256   0.03551   0.03981   0.04000   8.99976   8.01847         1
   8.16926   4.04866  -3.89072   3.38979   0.57399   0.69232   0.20570   0.05295   0.01481   0.21141   0.32429   0.23745   0.05486   0.24830   6.85461   6.30807         1
   8.16926   5.41381  -6.85747   3.82135   0.71469   0.89533   0.23525   0.06317   0.01397   0.16217   0.23419   0.28007   0.06787   0.11256   8.15936   5.14966         1
   5.83017  -4.46423  -8.89946   3.82135   0.44884   0.69931   0.11981   0.04607   0.00566   0.22443   0.31256   0.23745   0.03981   0.04000   8.23443   4.92801         1
   7.05274   4.79232  -7.20311   4.21921   0.58683   0.60930   0.19397   0.04402   0.01243   0.22443   0.31256   0.04072   0.04412   0.11256   6.75420   7.32513         1
   3.50794  -1.74358  -1.77187   3.66028   0.58430   0.70211   0.18921   0.04712   0.01078   0.22443   0.32429   0.03551   0.03981   0.04000   8.59697   7.14919         1
   7.02892  -8.50226   1.53691   3.38979   0.51777   0.79232   0.14871   0.05205   0.00773   0.21141   0.31256   0.17448   0.03981   0.04000   6.06133   5.96922         1
   7.17097  -0.09199  -6.50406   3.04751   0.67666   0.88268   0.23147   0.06823   0.01725   0.16217   0.23419   0.23745   0.03981   0.04000  11.48757   4.59010         1
   7.02892  -1.10187  -6.97750   3.92569   0.65909   0.74931   0.23615   0.05968   0.01448   0.16217   0.23419   0.17448   0.03981   0.04000   7.81033   5.35425         1
   3.54869  -1.39249  -3.29958   2.45311   0.50232   0.75939   0.20317   0.05907   0.01132   0.21141   0.32429   0.23745   0.03981   0.04000   7.23111   5.42269         1
   4.85766   6.49893  -4.99101   3.65520   0.58513   0.64058   0.21068   0.04111   0.01408   0.22443   0.32429   0.06084   0.04412   0.12783   4.83756   6.95809         1
   7.49221   2.16714   4.95684   3.82135   0.63174   1.41913   0.14382   0.10078   0.00893   0.16217   0.32429   0.23745   0.03981   0.04000   6.26971   5.70187         1
   5.36068   4.12358   9.56870   2.74662   0.71776   3.16865   0.21841   0.55590   0.01407   0.06960   0.02295   0.17448   0.04129   0.12783   8.51314   3.78499         1
   3.71732   1.81598   7.57917   4.21921   0.72938   1.29468   0.27919   0.20754   0.02035   0.17898   0.23419   0.01776   0.03981   0.04000  12.36609   4.46129         1
   6.81907   2.11627   9.29268   2.45311   0.67805   1.79317   0.25892   0.24692   0.02469   0.12382   0.23419   0.28007   0.03981   0.04000  13.38503   4.60431         1
   7.44511   1.32036  -7.67568   3.55086   0.55807   0.96811   0.38729   0.04112   0.04028   0.22443   0.31256   0.08665   0.03981   0.04000   6.90386   6.22567         1
   6.30090   7.31007   6.00776   3.92569   0.86160   0.85891   0.32058   0.05866   0.02893   0.21141   0.31256   0.28007   0.07608   0.12726   7.22709   7.52735         1
   3.37861  -2.94384   3.98172   2.34876   0.62629   0.75261   0.22386   0.04589   0.01504   0.16217   0.32429   0.08665   0.03981   0.04000   3.70566   4.43334         1
   7.02892   2.00775   4.65505   4.48970   0.57185   0.69470   0.18384   0.04505   0.01090   0.16217   0.32429   0.28007   0.03981   0.04000   7.94364   5.43381         1
   4.09209   0.65901   9.05838   2.18769   0.66504   0.73249   0.23443   0.06050   0.02184   0.16217   0.32429   0.17448   0.03981   0.04000   4.60218   6.40161         1
   3.49891   1.74345   4.39758   4.65077   0.49210   1.31883   0.18099   0.10385   0.01052   0.17898   0.23419   0.28007   0.03981   0.04000   7.42481   5.95903         1
   3.71025   5.41381   7.19132   2.90769   0.62607   0.73611   0.23367   0.04406   0.01969   0.17898   0.23419   0.28007   0.07834   0.24830   6.91357   5.56547         1
   5.55228   3.64500  -7.92107   3.82135   0.73676   1.00418   0.21124   0.08909   0.01304   0.16217   0.10249   0.28007   0.07834   0.24830  11.63201   6.32228         1
   8.58545  -0.17558  -8.44122   3.01711   0.56219   0.64919   0.17375   0.04318   0.00926   0.22443   0.32429   0.28007   0.03981   0.04000   9.04357   6.56476         1
   7.00830 -10.66349   0.67267   3.92569   0.52678   0.94177   0.16965   0.06494   0.01113   0.16217   0.31256   0.17448   0.03981   0.04000   9.99526   6.52498         1
   6.40288   6.93794   4.11281   2.90769   0.60263   0.95522   0.19123   0.07581   0.01207   0.12382   0.23419   0.17448   0.04695   0.11256   7.50414   3.70400         1
   8.58545   5.43694   5.29681   3.82135   0.66294   1.29087   0.20130   0.10970   0.01360   0.17898   0.23419   0.06084   0.08258   0.08823   9.69382   6.76936         1
   6.28383   0.64743   9.05838   3.71586   0.61109   0.97752   0.24407   0.10275   0.02416   0.17898   0.23419   0.28007   0.03981   0.04000   9.92730   7.76296         1
   5.18086  -0.18215   5.02405   4.21921   0.61218   1.23148   0.16711   0.08766   0.01148   0.17898   0.23419   0.28007   0.03981   0.04000   9.70826   5.18897         1
   3.49891   1.50602   9.05838   4.21921   0.62185   0.82095   0.21889   0.05962   0.01933   0.21141   0.23419   0.03551   0.03981   0.04000   8.96685   4.09282         1
   5.20413   4.93376   6.66064   4.65077   0.58617   0.94635   0.21158   0.06208   0.01862   0.21141   0.23419   0.03551   0.01499   0.11256   5.05896   1.61260         1
   5.76704   2.33243  -4.21231   2.34876   0.57164   1.23622   0.17826   0.06149   0.01068   0.17898   0.31256   0.23745   0.03981   0.04000   7.98484   6.55080         1
   7.05274   2.86779   3.74988   2.90769   0.75975   0.98610   0.24605   0.06480   0.01658   0.21141   0.31256   0.28007   0.06702   0.24830  11.59626   7.12953         1
   5.81726   1.35432   6.56958   3.55086   0.62098   1.48570   0.19176   0.14654   0.01364   0.06960   0.10249   0.23745   0.03981   0.04000   9.11982   5.45560         1
   4.20826  -0.78071  -7.80479   3.01711   0.66820   1.15526   0.21443   0.07740   0.01418   0.17898   0.23419   0.08665   0.03981   0.04000   7.52451   4.23846         1
   7.02892   3.42153   0.43267   3.87693   0.69686   0.88718   0.21108   0.07509   0.01489   0.21141   0.32429   0.28007   0.03535   0.05854   9.15652   6.49586         1
   5.16056   3.15129   2.22997   2.88136   0.54921   1.08560   0.16109   0.05073   0.01318   0.17898   0.23419   0.01776   0.07834   0.10945  10.08122   5.82667         1
   2.89929   4.05210   7.99844   3.44537   0.61997   2.19393   0.18252   0.47693   0.01270   0.17898   0.31256   0.28007   0.06702   0.24830   7.22425   4.42103         1
   8.06375   2.89594   3.86588   2.90769   0.61340   0.77745   0.16269   0.05929   0.01062   0.17898   0.32429   0.23745   0.03535   0.12783   6.68932   7.23041         1
   3.47817   4.59317   5.22077   4.48970   0.56903   1.46735   0.19312   0.07438   0.01409   0.12382   0.02295   0.08665   0.06787   0.12783   7.30310   2.23183         1
   2.60616   4.34900   2.67201   1.97278   0.68378   0.67782   0.20274   0.04558   0.01700   0.16217   0.32429   0.23745   0.04638   0.11256   5.55884   2.66540         1
   4.13833   4.63252   0.20135   2.07828   0.63180   0.73441   0.17610   0.07048   0.00974   0.22443   0.31256   0.01776   0.08258   0.12726   6.51646   3.83685         1
   8.16926   4.07392  -7.90887   3.71586   0.58183   1.22732   0.19151   0.09292   0.01104   0.17898   0.23419   0.28007   0.06787   0.12783   9.41463   6.88420         1
   7.02892   0.59968   4.54757   2.07828   0.63223   0.77889   0.19898   0.05511   0.01260   0.12382   0.31256   0.17448   0.03981   0.04000   8.16907   5.98366         1
   7.31866   3.63253   6.11205   3.04751   0.66101   0.90649   0.24032   0.05209   0.01422   0.21141   0.10249   0.28007   0.04695   0.12726  10.78569   5.40919         1
   1.89200   5.06875   6.44278   3.55086   0.59680   0.61274   0.20462   0.03663   0.01571   0.16217   0.32429   0.04072   0.07608   0.24830   7.35283   3.39285         1
   6.52164   2.83630   5.21980   3.17818   0.68027   0.90461   0.21728   0.06132   0.01716   0.17898   0.23419   0.28007   0.08258   0.08823  10.04854   6.37485         1
